38064355; 9 13 16 23 45; 5 4; 14-7-1912
13938163; 12 26 7 11 8; 7 3; 24-11-1905
86354872; 34 42 44 4 32; 5 4; 26-1-1920
48430823; 13 37 40 39 21; 3 5; 20-9-1946
72334491; 9 16 44 4 38; 6 7; 17-2-1955
10099834; 33 2 21 6 46; 2 9; 28-8-2000
74163225; 5 11 30 48 22; 5 8; 8-9-1901
41555648; 16 45 46 13 11; 6 9; 27-3-1995
89580208; 26 39 12 16 4; 1 3; 1-10-1932
74051639; 6 33 17 25 39; 7 5; 12-2-1936
76273358; 34 20 26 17 30; 6 4; 19-6-1908
20039695; 46 9 17 36 20; 4 7; 22-6-1948
23202848; 37 49 40 34 8; 1 10; 3-11-1921
93582710; 21 29 4 2 8; 8 6; 28-6-1969
61384098; 2 4 39 41 37; 1 5; 29-9-1976
18451485; 27 26 23 1 22; 5 1; 6-12-1981
29396937; 40 42 21 35 4; 7 1; 9-5-1996
17988805; 33 47 2 11 45; 7 8; 19-3-1944
39349913; 47 16 18 15 14; 9 10; 4-9-1984
89358887; 29 45 44 17 11; 2 7; 10-1-1973
52561341; 27 5 33 40 13; 6 7; 7-1-1976
94475420; 23 25 28 26 41; 5 8; 20-12-1904
09268264; 13 4 17 22 11; 1 4; 2-4-1936
53791635; 23 14 12 9 3; 5 7; 26-8-1952
90080213; 23 15 11 26 20; 3 5; 18-10-1986
15281269; 9 29 30 41 6; 1 4; 17-2-2020
61390200; 12 3 9 38 10; 2 1; 7-4-2016
11432208; 17 34 21 19 2; 5 1; 21-1-1946
99886602; 45 34 15 4 33; 7 6; 4-8-1912
03053837; 39 27 44 29 25; 4 3; 9-5-1978
08439285; 7 28 32 48 5; 1 7; 3-9-2015
46198755; 37 35 7 45 4; 1 6; 13-1-1920
87771687; 25 32 21 29 47; 9 6; 19-6-1995
42991760; 6 5 23 7 28; 5 6; 8-5-1933
47188678; 6 25 47 16 3; 6 7; 4-5-1955
11968971; 3 2 38 43 22; 5 8; 5-10-1998
99606977; 6 47 19 40 37; 1 10; 6-11-2016
95662659; 47 30 41 44 36; 5 9; 3-3-2007
84101844; 37 4 13 41 12; 2 1; 15-3-1960
14782997; 8 18 43 15 31; 8 1; 23-8-1947
41837246; 49 33 26 40 15; 3 5; 10-10-1952
07945410; 15 37 12 42 2; 10 1; 31-10-1948
46743200; 32 30 37 48 18; 5 9; 25-5-1904
75779683; 17 37 20 18 16; 5 1; 8-4-1921
91460005; 48 36 9 22 6; 1 3; 12-8-1994
50158646; 33 15 35 8 19; 2 1; 12-2-1977
72441257; 12 20 7 10 48; 7 2; 13-10-1966
92959689; 16 47 49 23 17; 4 2; 3-8-1912
38394350; 41 18 38 24 1; 10 7; 3-12-1920
80688520; 7 41 10 43 2; 3 2; 24-9-2009
96299372; 22 8 10 38 42; 5 9; 9-2-1998
86941464; 30 29 38 26 17; 1 2; 23-11-2002
22801128; 44 32 38 48 35; 3 7; 15-2-1977
82309984; 15 8 9 21 43; 8 10; 3-3-1991
96152452; 40 1 28 20 42; 3 9; 6-1-1933
