25994881; 25 49 45 20 33; 6 2; 7-5-1916
74809891; 47 42 29 28 6; 6 3; 12-5-1909
89453022; 9 40 38 46 34; 9 8; 11-4-2019
47280150; 8 11 31 41 15; 2 6; 2-8-1905
19701951; 20 27 30 47 9; 7 6; 16-7-2005
79659707; 38 40 25 7 9; 7 8; 31-10-1956
10502988; 38 28 10 19 13; 3 5; 27-4-1973
07040982; 10 21 35 29 38; 10 6; 22-2-1908
35367725; 1 4 14 10 40; 9 1; 4-11-1937
52081458; 20 29 12 10 21; 2 5; 1-11-1980
75453114; 19 45 8 18 30; 9 5; 21-4-1907
11165263; 16 45 28 3 48; 8 4; 30-4-2000
92252066; 24 47 30 15 23; 1 6; 6-3-1927
73517015; 16 2 23 15 12; 3 8; 16-9-1997
11623762; 14 38 30 22 42; 9 8; 9-7-1910
47184992; 44 42 38 12 32; 9 2; 7-10-1939
52493299; 48 47 36 18 14; 9 7; 10-10-2010
80499772; 31 23 5 32 4; 2 4; 23-3-1972
18482616; 9 38 47 8 31; 2 4; 18-6-1993
05812919; 9 18 22 44 27; 7 1; 16-3-1997
13058902; 46 1 34 43 19; 4 8; 29-7-1954
91417530; 16 36 37 41 33; 6 4; 11-12-1943
46012689; 2 43 34 23 31; 5 8; 23-7-1955
62650367; 31 47 6 5 44; 1 8; 22-12-1926
59430095; 30 28 46 25 29; 5 4; 16-1-2020
41119384; 14 36 42 23 25; 7 10; 3-7-1939
18043202; 26 3 9 41 7; 3 7; 15-11-1943
54721526; 1 39 46 26 45; 2 4; 9-6-1917
69839989; 12 39 25 45 37; 3 4; 27-2-2011
80341841; 5 8 28 46 11; 5 7; 8-11-1961
66407546; 37 5 46 23 3; 1 4; 23-5-1951
29383436; 27 22 15 43 4; 9 4; 19-3-1966
35495991; 35 47 44 42 33; 10 1; 24-7-1921
59608866; 32 40 16 47 4; 2 6; 9-1-1976
28138453; 27 11 12 18 21; 7 5; 21-3-2018
84981088; 10 1 30 13 28; 2 7; 23-9-1995
57474111; 9 13 1 38 14; 2 4; 2-4-2008
28386654; 3 31 4 37 27; 1 4; 17-6-1915
29191512; 8 28 38 18 3; 5 3; 21-2-1925
70890559; 29 5 2 13 30; 7 1; 26-5-1956
00917467; 4 38 42 48 26; 4 6; 10-1-2014
85583897; 35 40 28 29 21; 7 2; 28-4-1944
86377020; 7 27 44 20 35; 7 10; 11-1-1992
40383034; 39 30 41 6 12; 9 3; 16-3-1904
98602047; 18 43 46 3 25; 3 7; 12-3-2020
57845715; 38 40 16 33 5; 3 7; 21-8-1937
83579436; 11 30 3 12 48; 2 5; 6-7-1907
82205063; 35 7 43 48 28; 6 8; 18-5-2005
86783068; 27 18 15 25 40; 6 9; 17-8-1908
04464028; 1 8 36 45 42; 3 4; 18-9-1902
73184793; 14 7 43 13 26; 6 4; 13-10-1929
48958242; 26 12 9 28 30; 5 3; 27-7-1971
52270078; 38 37 31 41 44; 7 2; 24-12-2010
01303581; 41 8 47 4 30; 5 3; 18-4-2007
44213197; 44 28 34 14 45; 6 5; 25-10-1965
