16135484; 22 3 35 48 21; 10 6; 8-1-1906
44291853; 49 47 23 25 42; 3 8; 8-11-2006
43447874; 9 14 34 8 47; 5 2; 14-8-1921
19769085; 39 2 25 20 15; 5 1; 23-6-1964
83039753; 25 37 15 23 38; 7 2; 22-4-1955
50212098; 7 13 10 9 41; 2 10; 27-12-1995
62268791; 45 38 25 19 16; 4 9; 12-3-1977
46702810; 38 32 43 10 9; 4 6; 23-8-1981
84132358; 13 42 49 48 46; 6 1; 22-12-1933
24394639; 15 2 4 8 25; 6 3; 3-4-1990
47340238; 38 11 42 3 25; 7 5; 29-12-1990
11615995; 26 10 17 11 29; 4 2; 23-6-1969
94545537; 30 28 17 41 40; 6 3; 18-4-2002
99623023; 10 42 32 7 5; 3 6; 5-5-1935
55672893; 34 30 43 16 7; 4 3; 27-3-1925
43962154; 46 15 48 14 18; 4 5; 22-7-1913
55049391; 16 46 45 31 29; 9 10; 14-9-1910
50063683; 1 49 36 20 5; 2 9; 23-2-1995
95654604; 18 5 39 24 21; 7 2; 22-8-1950
27752796; 39 26 14 17 48; 7 8; 17-1-2010
64879054; 27 18 36 24 6; 9 5; 18-3-2019
01485110; 22 43 27 14 44; 1 3; 15-12-1901
33251934; 34 46 24 7 30; 4 3; 16-10-2010
02513102; 14 34 37 5 16; 9 10; 21-12-1951
02779027; 49 8 10 2 43; 9 4; 8-2-2015
99524214; 43 30 35 20 37; 7 1; 28-7-1928
56597240; 26 40 11 1 23; 4 7; 10-2-1951
58303764; 1 24 30 8 9; 2 8; 16-6-1993
15038779; 25 27 14 19 29; 6 7; 7-8-1975
33413926; 37 3 42 39 18; 7 3; 25-2-2002
94028414; 9 46 29 34 11; 4 3; 24-1-1946
13609728; 14 11 28 35 36; 2 4; 20-3-1954
65723308; 2 42 34 35 40; 5 7; 19-6-1949
87668747; 21 3 19 10 26; 4 10; 4-10-1980
31189993; 42 22 28 7 20; 5 7; 28-2-2017
05354218; 32 25 43 16 11; 2 7; 4-7-1958
06025495; 6 48 49 1 15; 2 4; 13-11-1932
33954497; 10 21 37 15 8; 2 4; 21-4-1923
24385878; 26 36 48 16 10; 6 2; 19-8-1942
15555193; 28 48 40 21 35; 2 8; 10-8-1959
50804894; 25 5 23 45 44; 2 8; 19-3-1916
67295167; 12 13 3 42 30; 8 2; 28-8-1909
90167555; 47 10 45 42 7; 9 10; 28-4-1907
35629247; 36 31 13 29 28; 5 9; 13-1-1990
21296043; 6 8 7 23 34; 1 8; 16-4-1902
70650735; 26 42 22 6 33; 6 7; 22-9-1905
52217741; 38 23 45 15 22; 6 2; 13-5-1990
96897490; 33 24 4 43 27; 9 3; 3-7-1991
54354077; 27 1 23 39 46; 9 8; 30-3-1934
23752817; 21 18 29 5 49; 7 3; 22-1-1971
40701502; 6 23 9 12 44; 1 9; 28-7-1940
52240784; 21 20 19 23 15; 7 3; 24-2-1981
93747892; 30 39 8 9 36; 8 6; 30-11-1950
