28896286; 31 10 2 20 12; 7 8; 16-12-1930
48155006; 32 22 27 4 7; 4 3; 8-4-1929
93483473; 45 48 35 23 4; 7 1; 28-10-1918
38497745; 39 10 9 36 15; 3 9; 15-4-1963
09603887; 29 4 5 3 40; 10 2; 26-2-1951
31989027; 27 31 48 42 16; 3 10; 7-3-1984
27755769; 2 4 33 18 27; 3 8; 2-3-2020
60249012; 20 35 47 28 16; 7 2; 30-8-1912
64061429; 29 1 37 15 49; 7 8; 7-12-1975
27153075; 41 35 17 10 40; 6 1; 18-2-1903
31985468; 25 8 39 17 30; 7 4; 12-1-2012
01940148; 42 49 5 34 4; 1 5; 8-2-2016
99072910; 15 32 13 41 44; 6 2; 16-1-1938
60045693; 3 9 25 43 6; 3 1; 14-8-1944
94888555; 33 7 47 21 40; 9 5; 5-11-1920
66812491; 28 3 45 12 48; 1 3; 28-11-1948
26489259; 47 26 1 21 37; 2 3; 26-3-2011
06609771; 47 34 45 29 14; 6 7; 9-9-1935
43346677; 32 4 8 13 43; 9 2; 7-12-1922
23573011; 5 24 39 22 8; 10 4; 29-6-1901
89942197; 36 43 14 21 33; 1 2; 5-7-1972
12574028; 45 20 36 40 22; 3 8; 10-6-1961
96390642; 49 20 40 7 29; 3 4; 12-1-1960
29321473; 15 26 32 4 29; 2 10; 15-10-1964
55764965; 12 49 47 14 4; 8 10; 30-6-1932
15116197; 44 10 18 4 30; 2 9; 27-8-1965
66659741; 42 31 32 23 41; 10 5; 6-9-2015
43428401; 23 28 4 26 29; 10 6; 14-10-1920
09532377; 47 23 36 39 49; 9 5; 27-7-1902
75453851; 16 4 10 31 29; 6 1; 24-12-1923
55175797; 37 34 28 41 17; 5 10; 24-1-1928
28185728; 21 13 11 30 20; 3 1; 21-7-2016
14922356; 24 35 33 19 13; 2 6; 17-3-1965
57128049; 17 45 9 38 16; 1 5; 11-12-1979
38210247; 42 9 8 33 11; 6 5; 6-11-1926
25378974; 1 42 4 8 34; 10 9; 31-7-2017
68225456; 27 16 14 45 12; 10 6; 29-12-1913
25887201; 37 33 15 30 21; 10 4; 30-6-1989
43410168; 38 8 44 45 43; 4 10; 24-9-1933
57635069; 44 21 26 11 49; 8 2; 6-8-1911
62681924; 36 13 18 19 43; 10 4; 26-12-1987
95664551; 13 32 33 37 46; 10 6; 15-6-1917
50724516; 24 18 36 34 32; 1 9; 7-2-2012
37140955; 39 32 20 33 42; 7 9; 5-2-1988
37453175; 6 15 32 13 45; 5 10; 13-9-2001
34317578; 48 27 18 42 49; 1 3; 9-11-2004
80026905; 31 25 9 17 33; 1 8; 22-7-1904
34086296; 46 1 17 26 36; 3 7; 4-7-2021
11537301; 13 18 39 46 6; 5 9; 25-9-1977
03203123; 7 29 20 22 13; 3 1; 10-12-1963
46583124; 25 31 4 29 39; 5 6; 31-7-1959
64803850; 18 48 9 33 49; 9 4; 5-7-1901
33297553; 8 16 38 48 22; 6 10; 1-7-1995
56059479; 26 8 20 36 11; 5 10; 23-9-1922
05498234; 32 33 9 44 25; 9 3; 15-11-1910
38504130; 40 10 22 29 45; 3 8; 20-12-2009
79890356; 38 6 36 33 13; 3 4; 29-11-1933
97515832; 2 5 14 18 30; 6 1; 12-9-1942
66332689; 49 24 37 29 6; 4 9; 16-6-1952
90555432; 16 40 27 25 21; 5 7; 28-4-1901
71217404; 23 3 15 17 18; 2 9; 28-11-1902
07462451; 4 22 17 31 27; 3 4; 26-7-1978
34184538; 5 45 11 46 22; 7 4; 4-1-1937
13138542; 37 1 36 5 18; 5 6; 11-8-1999
13004126; 22 34 13 25 37; 3 5; 12-4-1928
98512374; 42 19 24 31 25; 9 7; 17-6-1971
01320670; 20 42 35 18 33; 2 1; 19-2-1943
30015276; 23 28 7 14 12; 5 9; 18-11-1912
95044842; 33 34 39 30 40; 8 7; 15-3-1981
32456489; 36 24 3 22 4; 1 8; 24-11-1946
46524037; 2 5 26 35 48; 10 6; 15-12-1966
61432656; 22 43 8 40 39; 10 7; 30-9-1928
97361094; 15 42 7 5 40; 8 5; 17-7-1925
38719465; 33 48 16 7 21; 5 8; 27-9-1984
36587823; 27 29 3 28 20; 9 3; 15-3-1954
70189363; 46 22 48 31 3; 3 1; 9-9-2015
47970416; 49 6 16 18 15; 6 8; 15-2-1966
54365956; 39 33 19 49 45; 3 5; 30-4-1918
99352353; 38 43 22 13 44; 5 8; 21-10-1957
88702210; 45 19 23 31 16; 4 7; 20-2-1922
85653904; 6 30 46 4 37; 5 1; 26-8-1922
96503251; 48 7 27 47 38; 5 3; 11-9-1928
50086992; 8 47 17 9 43; 5 3; 20-11-1908
32263232; 42 3 22 12 20; 6 2; 28-10-1941
14616766; 18 15 48 47 17; 2 4; 20-2-1970
68338322; 48 38 7 5 23; 3 7; 26-2-1931
40738286; 19 16 22 9 1; 8 5; 11-2-1981
51223547; 48 22 45 46 29; 9 5; 31-5-1994
28960212; 15 35 29 9 49; 3 5; 19-10-1995
16752991; 2 17 22 44 9; 4 2; 2-2-2001
45603355; 35 17 27 31 1; 5 9; 22-4-2007
88046804; 28 8 22 14 17; 2 1; 10-5-1939
39206467; 11 1 20 30 28; 5 2; 26-2-1997
89063856; 13 27 18 48 39; 10 8; 18-4-1928
05918154; 28 32 7 8 48; 4 3; 29-12-1924
26740887; 20 29 13 31 42; 4 7; 9-10-1961
67176444; 38 8 12 24 5; 6 7; 10-12-1903
12166809; 30 48 14 9 37; 3 6; 24-2-1910
30256445; 48 19 12 47 46; 5 7; 19-6-1921
53853282; 25 32 49 20 17; 8 10; 8-4-1990
98420408; 10 18 49 24 32; 4 3; 7-10-1929
00006688; 44 1 42 46 43; 4 10; 17-4-1973
18881396; 7 30 11 47 48; 9 4; 12-9-1911
09114685; 12 14 48 30 7; 2 8; 17-3-1920
13457632; 37 49 48 29 10; 5 4; 13-3-2016
24142744; 37 42 32 36 9; 5 4; 8-5-2020
88874442; 49 16 19 2 7; 6 10; 19-6-1950
01336791; 38 13 15 49 1; 8 4; 15-5-2004
32819346; 29 36 3 15 44; 7 9; 14-7-1909
87678240; 24 49 32 45 7; 9 2; 15-2-1979
42447202; 22 17 34 21 3; 7 10; 10-11-1939
78742920; 35 15 6 1 28; 2 1; 13-9-2003
81648828; 23 25 11 46 17; 10 3; 2-8-1941
20904126; 7 12 39 30 28; 10 9; 28-8-1963
98174233; 42 49 26 9 48; 5 7; 10-9-1936
83205317; 25 9 19 16 20; 10 1; 17-9-1982
38999303; 43 20 17 46 25; 5 6; 16-5-1958
72361189; 33 20 46 28 37; 9 8; 18-8-1957
59020856; 19 23 48 24 7; 10 4; 25-4-1979
82932196; 19 11 49 27 26; 8 6; 1-7-1990
21099824; 40 36 33 32 5; 1 6; 27-6-1930
21361990; 48 43 13 3 19; 1 5; 8-10-2012
17946310; 9 36 41 37 42; 7 8; 24-6-1930
74662112; 31 28 32 17 14; 5 7; 26-8-1976
18902319; 38 21 18 32 14; 5 4; 29-6-1958
69308486; 12 26 46 45 25; 8 6; 3-8-1998
75365088; 18 14 21 3 8; 9 6; 19-7-1962
53997707; 11 46 26 31 19; 5 10; 4-9-1901
69608851; 22 37 34 47 43; 7 9; 27-7-2014
16554947; 34 46 33 20 45; 3 2; 14-12-1945
11723433; 12 41 1 9 28; 4 7; 24-6-1922
64345273; 12 37 44 46 41; 4 3; 2-11-1950
97200213; 29 33 36 35 44; 2 8; 25-11-1900
43092064; 32 8 17 16 27; 4 10; 22-5-1991
87687998; 24 47 25 26 41; 3 8; 3-4-2021
08313030; 7 36 44 41 4; 6 5; 9-7-2012
89628588; 22 1 3 41 25; 1 5; 12-8-1999
66176169; 21 23 3 22 35; 2 6; 7-9-1963
40383205; 21 40 36 26 18; 10 8; 18-3-1995
55832296; 18 11 33 34 47; 2 3; 7-12-1945
94954710; 30 13 22 2 24; 10 9; 11-2-2005
71753330; 21 28 42 39 49; 3 10; 3-12-1939
76484603; 8 16 47 21 14; 2 9; 28-11-1904
46162196; 31 14 13 9 4; 7 3; 10-1-1909
25359412; 13 45 3 17 31; 5 2; 16-10-1955
67685393; 48 40 42 38 18; 2 8; 18-6-1967
61595319; 12 22 19 41 6; 7 4; 4-2-1987
67102945; 28 30 27 37 5; 9 8; 12-7-1918
48830319; 13 36 18 44 8; 7 2; 26-1-1931
28028412; 7 36 49 15 20; 4 10; 5-4-1944
09340439; 10 42 23 43 18; 2 5; 8-6-1963
99147931; 43 17 7 21 45; 1 4; 28-7-2012
75682928; 41 6 42 39 37; 3 8; 30-7-1901
90740647; 47 27 21 41 14; 9 6; 9-8-1957
60967678; 39 14 43 19 12; 4 9; 15-4-1990
43556170; 44 42 16 45 12; 1 4; 26-11-2009
92365145; 23 29 38 37 4; 8 10; 12-4-2000
14908272; 44 29 19 31 46; 4 3; 22-10-1937
61613940; 14 9 30 22 7; 4 3; 2-11-1998
23325141; 46 25 18 27 21; 8 6; 5-4-2020
55936623; 32 9 6 15 12; 7 3; 30-6-1970
13436308; 34 40 18 37 13; 1 9; 11-2-1969
50349604; 38 28 19 47 15; 5 10; 15-11-1917
78283204; 40 24 29 38 5; 4 5; 9-11-1920
02222656; 12 47 8 19 27; 2 9; 14-11-1992
88999469; 28 7 49 34 8; 10 5; 11-9-1999
17151454; 15 41 28 40 37; 7 10; 26-9-1904
11808133; 6 9 44 19 36; 1 2; 27-9-1941
00042404; 18 26 7 21 23; 4 1; 16-4-2002
16658586; 7 22 39 27 25; 9 7; 25-3-1920
